AOBT,SCLK,LMST,LTST,UTC,PRESSURE,PRESSURE_FREQUENCY,PRESSURE_TEMP,PRESSURE_TEMP_FREQUENCY
599160622.500,599160608.687,00030M04:24:52.495,00030 03:35:18,2018-361T05:30:37.056Z,745.6206,2.0,,
599160623.000,599160609.187,00030M04:24:52.982,00030 03:35:18,2018-361T05:30:37.556Z,745.6134,2.0,,
599160623.500,599160609.687,00030M04:24:53.469,00030 03:35:19,2018-361T05:30:38.056Z,745.5863,2.0,,
599160624.000,599160610.187,00030M04:24:53.955,00030 03:35:19,2018-361T05:30:38.556Z,745.5788,2.0,,
599160624.500,599160610.687,00030M04:24:54.442,00030 03:35:20,2018-361T05:30:39.056Z,745.5964,2.0,277.5924,0.2
599160625.000,599160611.187,00030M04:24:54.928,00030 03:35:20,2018-361T05:30:39.556Z,745.5965,2.0,,
599160625.500,599160611.687,00030M04:24:55.415,00030 03:35:21,2018-361T05:30:40.056Z,745.6105,2.0,,
599160626.000,599160612.187,00030M04:24:55.902,00030 03:35:21,2018-361T05:30:40.556Z,745.6127,2.0,,
599160626.500,599160612.687,00030M04:24:56.388,00030 03:35:22,2018-361T05:30:41.056Z,745.6270,2.0,,
599160627.000,599160613.187,00030M04:24:56.875,00030 03:35:22,2018-361T05:30:41.556Z,745.6367,2.0,,
599160627.500,599160613.687,00030M04:24:57.362,00030 03:35:22,2018-361T05:30:42.056Z,745.6454,2.0,,
599160628.000,599160614.187,00030M04:24:57.848,00030 03:35:23,2018-361T05:30:42.556Z,745.6410,2.0,,
599160628.500,599160614.687,00030M04:24:58.335,00030 03:35:23,2018-361T05:30:43.056Z,745.6113,2.0,,
599160629.000,599160615.187,00030M04:24:58.821,00030 03:35:24,2018-361T05:30:43.556Z,745.6367,2.0,,
599160629.500,599160615.687,00030M04:24:59.308,00030 03:35:24,2018-361T05:30:44.056Z,745.6495,2.0,277.5907,0.2
599160630.000,599160616.187,00030M04:24:59.795,00030 03:35:25,2018-361T05:30:44.556Z,745.6403,2.0,,
599160630.500,599160616.687,00030M04:25:00.281,00030 03:35:25,2018-361T05:30:45.056Z,745.6277,2.0,,
599160631.000,599160617.187,00030M04:25:00.768,00030 03:35:26,2018-361T05:30:45.556Z,745.6059,2.0,,
599160631.500,599160617.687,00030M04:25:01.254,00030 03:35:26,2018-361T05:30:46.056Z,745.6152,2.0,,
599160632.000,599160618.187,00030M04:25:01.741,00030 03:35:27,2018-361T05:30:46.556Z,745.5996,2.0,,
599160632.500,599160618.687,00030M04:25:02.228,00030 03:35:27,2018-361T05:30:47.056Z,745.5751,2.0,,
599160633.000,599160619.187,00030M04:25:02.714,00030 03:35:28,2018-361T05:30:47.556Z,745.5760,2.0,,
599160633.500,599160619.687,00030M04:25:03.201,00030 03:35:28,2018-361T05:30:48.056Z,745.5788,2.0,,
599160634.000,599160620.187,00030M04:25:03.688,00030 03:35:29,2018-361T05:30:48.556Z,745.5923,2.0,,
599160634.500,599160620.687,00030M04:25:04.174,00030 03:35:29,2018-361T05:30:49.056Z,745.5893,2.0,277.5886,0.2
599160635.000,599160621.187,00030M04:25:04.661,00030 03:35:30,2018-361T05:30:49.556Z,745.5709,2.0,,
599160635.500,599160621.687,00030M04:25:05.147,00030 03:35:30,2018-361T05:30:50.056Z,745.5778,2.0,,
599160636.000,599160622.187,00030M04:25:05.634,00030 03:35:31,2018-361T05:30:50.556Z,745.5919,2.0,,
599160636.500,599160622.687,00030M04:25:06.121,00030 03:35:31,2018-361T05:30:51.056Z,745.6085,2.0,,
599160637.000,599160623.187,00030M04:25:06.607,00030 03:35:32,2018-361T05:30:51.556Z,745.6165,2.0,,
599160637.500,599160623.687,00030M04:25:07.094,00030 03:35:32,2018-361T05:30:52.056Z,745.6103,2.0,,
599160638.000,599160624.187,00030M04:25:07.581,00030 03:35:33,2018-361T05:30:52.556Z,745.6267,2.0,,
599160638.500,599160624.687,00030M04:25:08.067,00030 03:35:33,2018-361T05:30:53.056Z,745.6367,2.0,,
599160639.000,599160625.187,00030M04:25:08.554,00030 03:35:34,2018-361T05:30:53.556Z,745.6399,2.0,,
599160639.500,599160625.687,00030M04:25:09.040,00030 03:35:34,2018-361T05:30:54.056Z,745.6474,2.0,277.5864,0.2
599160640.000,599160626.187,00030M04:25:09.527,00030 03:35:35,2018-361T05:30:54.556Z,745.6389,2.0,,
599160640.500,599160626.687,00030M04:25:10.014,00030 03:35:35,2018-361T05:30:55.056Z,745.6319,2.0,,
599160641.000,599160627.187,00030M04:25:10.500,00030 03:35:36,2018-361T05:30:55.556Z,745.6223,2.0,,
599160641.500,599160627.687,00030M04:25:10.987,00030 03:35:36,2018-361T05:30:56.056Z,745.6245,2.0,,
599160642.000,599160628.187,00030M04:25:11.474,00030 03:35:37,2018-361T05:30:56.556Z,745.6348,2.0,,
599160642.500,599160628.687,00030M04:25:11.960,00030 03:35:37,2018-361T05:30:57.056Z,745.6334,2.0,,
599160643.000,599160629.187,00030M04:25:12.447,00030 03:35:38,2018-361T05:30:57.556Z,745.6312,2.0,,
599160643.500,599160629.687,00030M04:25:12.933,00030 03:35:38,2018-361T05:30:58.056Z,745.6384,2.0,,
599160644.000,599160630.187,00030M04:25:13.420,00030 03:35:39,2018-361T05:30:58.556Z,745.6460,2.0,,
599160644.500,599160630.687,00030M04:25:13.907,00030 03:35:39,2018-361T05:30:59.056Z,745.6186,2.0,277.5846,0.2
599160645.000,599160631.187,00030M04:25:14.393,00030 03:35:40,2018-361T05:30:59.556Z,745.6029,2.0,,
599160645.500,599160631.687,00030M04:25:14.880,00030 03:35:40,2018-361T05:31:00.056Z,745.6057,2.0,,
599160646.000,599160632.187,00030M04:25:15.367,00030 03:35:40,2018-361T05:31:00.556Z,745.5952,2.0,,
599160646.500,599160632.687,00030M04:25:15.853,00030 03:35:41,2018-361T05:31:01.056Z,745.6100,2.0,,
599160647.000,599160633.187,00030M04:25:16.340,00030 03:35:41,2018-361T05:31:01.556Z,745.6188,2.0,,
599160647.500,599160633.687,00030M04:25:16.826,00030 03:35:42,2018-361T05:31:02.056Z,745.6206,2.0,,
599160648.000,599160634.187,00030M04:25:17.313,00030 03:35:42,2018-361T05:31:02.556Z,745.6226,2.0,,
599160648.500,599160634.687,00030M04:25:17.800,00030 03:35:43,2018-361T05:31:03.056Z,745.6141,2.0,,
599160649.000,599160635.187,00030M04:25:18.286,00030 03:35:43,2018-361T05:31:03.556Z,745.6245,2.0,,
599160649.500,599160635.687,00030M04:25:18.773,00030 03:35:44,2018-361T05:31:04.056Z,745.6189,2.0,277.5825,0.2
599160650.000,599160636.187,00030M04:25:19.260,00030 03:35:44,2018-361T05:31:04.556Z,745.6034,2.0,,
599160650.500,599160636.687,00030M04:25:19.746,00030 03:35:45,2018-361T05:31:05.056Z,745.6070,2.0,,
599160651.000,599160637.187,00030M04:25:20.233,00030 03:35:45,2018-361T05:31:05.556Z,745.6168,2.0,,
599160651.500,599160637.687,00030M04:25:20.719,00030 03:35:46,2018-361T05:31:06.056Z,745.6250,2.0,,
599160652.000,599160638.187,00030M04:25:21.206,00030 03:35:46,2018-361T05:31:06.556Z,745.6292,2.0,,
599160652.500,599160638.687,00030M04:25:21.693,00030 03:35:47,2018-361T05:31:07.056Z,745.6446,2.0,,
599160653.000,599160639.187,00030M04:25:22.179,00030 03:35:47,2018-361T05:31:07.556Z,745.6431,2.0,,
599160653.500,599160639.687,00030M04:25:22.666,00030 03:35:48,2018-361T05:31:08.056Z,745.6339,2.0,,
599160654.000,599160640.187,00030M04:25:23.153,00030 03:35:48,2018-361T05:31:08.556Z,745.6362,2.0,,
599160654.500,599160640.687,00030M04:25:23.639,00030 03:35:49,2018-361T05:31:09.056Z,745.6304,2.0,277.5803,0.2
599160655.000,599160641.187,00030M04:25:24.126,00030 03:35:49,2018-361T05:31:09.556Z,745.6431,2.0,,
599160655.500,599160641.687,00030M04:25:24.612,00030 03:35:50,2018-361T05:31:10.056Z,745.6550,2.0,,
599160656.000,599160642.187,00030M04:25:25.099,00030 03:35:50,2018-361T05:31:10.556Z,745.6501,2.0,,
599160656.500,599160642.687,00030M04:25:25.586,00030 03:35:51,2018-361T05:31:11.056Z,745.6334,2.0,,
599160657.000,599160643.187,00030M04:25:26.072,00030 03:35:51,2018-361T05:31:11.556Z,745.6196,2.0,,
599160657.500,599160643.687,00030M04:25:26.559,00030 03:35:52,2018-361T05:31:12.056Z,745.6369,2.0,,
599160658.000,599160644.187,00030M04:25:27.046,00030 03:35:52,2018-361T05:31:12.556Z,745.6419,2.0,,
599160658.500,599160644.686,00030M04:25:27.531,00030 03:35:53,2018-361T05:31:13.055Z,745.6305,2.0,,
599160659.000,599160645.186,00030M04:25:28.018,00030 03:35:53,2018-361T05:31:13.555Z,745.6288,2.0,,
599160659.500,599160645.686,00030M04:25:28.504,00030 03:35:54,2018-361T05:31:14.055Z,745.6341,2.0,277.5780,0.2
599160660.000,599160646.186,00030M04:25:28.991,00030 03:35:54,2018-361T05:31:14.555Z,745.6361,2.0,,
599160660.500,599160646.686,00030M04:25:29.478,00030 03:35:55,2018-361T05:31:15.055Z,745.6277,2.0,,
599160661.000,599160647.186,00030M04:25:29.964,00030 03:35:55,2018-361T05:31:15.555Z,745.6335,2.0,,
599160661.500,599160647.686,00030M04:25:30.451,00030 03:35:56,2018-361T05:31:16.055Z,745.6472,2.0,,
599160662.000,599160648.186,00030M04:25:30.938,00030 03:35:56,2018-361T05:31:16.555Z,745.6445,2.0,,
599160662.500,599160648.686,00030M04:25:31.424,00030 03:35:57,2018-361T05:31:17.055Z,745.6390,2.0,,
599160663.000,599160649.186,00030M04:25:31.911,00030 03:35:57,2018-361T05:31:17.555Z,745.6544,2.0,,
599160663.500,599160649.686,00030M04:25:32.397,00030 03:35:58,2018-361T05:31:18.055Z,745.6486,2.0,,
599160664.000,599160650.186,00030M04:25:32.884,00030 03:35:58,2018-361T05:31:18.555Z,745.6235,2.0,,
599160664.500,599160650.686,00030M04:25:33.371,00030 03:35:58,2018-361T05:31:19.055Z,745.6346,2.0,277.5760,0.2
599160665.000,599160651.186,00030M04:25:33.857,00030 03:35:59,2018-361T05:31:19.555Z,745.6383,2.0,,
599160665.500,599160651.686,00030M04:25:34.344,00030 03:35:59,2018-361T05:31:20.055Z,745.6321,2.0,,
599160666.000,599160652.186,00030M04:25:34.831,00030 03:36:00,2018-361T05:31:20.555Z,745.6290,2.0,,
599160666.500,599160652.686,00030M04:25:35.317,00030 03:36:00,2018-361T05:31:21.055Z,745.6159,2.0,,
599160667.000,599160653.186,00030M04:25:35.804,00030 03:36:01,2018-361T05:31:21.555Z,745.6119,2.0,,
599160667.500,599160653.686,00030M04:25:36.290,00030 03:36:01,2018-361T05:31:22.055Z,745.6037,2.0,,
599160668.000,599160654.186,00030M04:25:36.777,00030 03:36:02,2018-361T05:31:22.555Z,745.5972,2.0,,
599160668.500,599160654.686,00030M04:25:37.264,00030 03:36:02,2018-361T05:31:23.055Z,745.5781,2.0,,
599160669.000,599160655.186,00030M04:25:37.750,00030 03:36:03,2018-361T05:31:23.555Z,745.5634,2.0,,
599160669.500,599160655.686,00030M04:25:38.237,00030 03:36:03,2018-361T05:31:24.055Z,745.5780,2.0,277.5740,0.2
599160670.000,599160656.186,00030M04:25:38.723,00030 03:36:04,2018-361T05:31:24.555Z,745.5811,2.0,,
599160670.500,599160656.686,00030M04:25:39.210,00030 03:36:04,2018-361T05:31:25.055Z,745.5916,2.0,,
599160671.000,599160657.186,00030M04:25:39.697,00030 03:36:05,2018-361T05:31:25.555Z,745.5924,2.0,,
599160671.500,599160657.686,00030M04:25:40.183,00030 03:36:05,2018-361T05:31:26.055Z,745.5790,2.0,,
599160672.000,599160658.186,00030M04:25:40.670,00030 03:36:06,2018-361T05:31:26.555Z,745.6012,2.0,,
599160672.500,599160658.686,00030M04:25:41.157,00030 03:36:06,2018-361T05:31:27.055Z,745.6230,2.0,,
599160673.000,599160659.186,00030M04:25:41.643,00030 03:36:07,2018-361T05:31:27.555Z,745.6212,2.0,,
599160673.500,599160659.686,00030M04:25:42.130,00030 03:36:07,2018-361T05:31:28.055Z,745.6143,2.0,,
599160674.000,599160660.186,00030M04:25:42.616,00030 03:36:08,2018-361T05:31:28.555Z,745.6100,2.0,,
599160674.500,599160660.686,00030M04:25:43.103,00030 03:36:08,2018-361T05:31:29.055Z,745.6175,2.0,277.5718,0.2
599160675.000,599160661.186,00030M04:25:43.590,00030 03:36:09,2018-361T05:31:29.555Z,745.6255,2.0,,
599160675.500,599160661.686,00030M04:25:44.076,00030 03:36:09,2018-361T05:31:30.055Z,745.6178,2.0,,
599160676.000,599160662.186,00030M04:25:44.563,00030 03:36:10,2018-361T05:31:30.555Z,745.6060,2.0,,
599160676.500,599160662.686,00030M04:25:45.050,00030 03:36:10,2018-361T05:31:31.055Z,745.6123,2.0,,
599160677.000,599160663.186,00030M04:25:45.536,00030 03:36:11,2018-361T05:31:31.555Z,745.6276,2.0,,
599160677.500,599160663.686,00030M04:25:46.023,00030 03:36:11,2018-361T05:31:32.055Z,745.6321,2.0,,
599160678.000,599160664.186,00030M04:25:46.509,00030 03:36:12,2018-361T05:31:32.555Z,745.6320,2.0,,
599160678.500,599160664.686,00030M04:25:46.996,00030 03:36:12,2018-361T05:31:33.055Z,745.6210,2.0,,
599160679.000,599160665.186,00030M04:25:47.483,00030 03:36:13,2018-361T05:31:33.555Z,745.6213,2.0,,
599160679.500,599160665.686,00030M04:25:47.969,00030 03:36:13,2018-361T05:31:34.055Z,745.6447,2.0,277.5699,0.2
599160680.000,599160666.186,00030M04:25:48.456,00030 03:36:14,2018-361T05:31:34.555Z,745.6472,2.0,,
599160680.500,599160666.686,00030M04:25:48.943,00030 03:36:14,2018-361T05:31:35.055Z,745.6379,2.0,,
599160681.000,599160667.186,00030M04:25:49.429,00030 03:36:15,2018-361T05:31:35.555Z,745.6361,2.0,,
599160681.500,599160667.686,00030M04:25:49.916,00030 03:36:15,2018-361T05:31:36.055Z,745.6440,2.0,,
599160682.000,599160668.186,00030M04:25:50.402,00030 03:36:16,2018-361T05:31:36.555Z,745.6489,2.0,,
599160682.500,599160668.686,00030M04:25:50.889,00030 03:36:16,2018-361T05:31:37.055Z,745.6490,2.0,,
599160683.000,599160669.186,00030M04:25:51.376,00030 03:36:16,2018-361T05:31:37.555Z,745.6626,2.0,,
599160683.500,599160669.686,00030M04:25:51.862,00030 03:36:17,2018-361T05:31:38.055Z,745.6624,2.0,,
599160684.000,599160670.186,00030M04:25:52.349,00030 03:36:17,2018-361T05:31:38.555Z,745.6575,2.0,,
599160684.500,599160670.686,00030M04:25:52.836,00030 03:36:18,2018-361T05:31:39.055Z,745.6612,2.0,277.5683,0.2
599160685.000,599160671.186,00030M04:25:53.322,00030 03:36:18,2018-361T05:31:39.555Z,745.6564,2.0,,
599160685.500,599160671.686,00030M04:25:53.809,00030 03:36:19,2018-361T05:31:40.055Z,745.6462,2.0,,
599160686.000,599160672.186,00030M04:25:54.295,00030 03:36:19,2018-361T05:31:40.555Z,745.6408,2.0,,
599160686.500,599160672.686,00030M04:25:54.782,00030 03:36:20,2018-361T05:31:41.055Z,745.6515,2.0,,
599160687.000,599160673.186,00030M04:25:55.269,00030 03:36:20,2018-361T05:31:41.555Z,745.6557,2.0,,
599160687.500,599160673.686,00030M04:25:55.755,00030 03:36:21,2018-361T05:31:42.055Z,745.6475,2.0,,
599160688.000,599160674.186,00030M04:25:56.242,00030 03:36:21,2018-361T05:31:42.555Z,745.6485,2.0,,
599160688.500,599160674.686,00030M04:25:56.729,00030 03:36:22,2018-361T05:31:43.055Z,745.6635,2.0,,
599160689.000,599160675.186,00030M04:25:57.215,00030 03:36:22,2018-361T05:31:43.555Z,745.6686,2.0,,
599160689.500,599160675.686,00030M04:25:57.702,00030 03:36:23,2018-361T05:31:44.055Z,745.6604,2.0,277.5663,0.2
599160690.000,599160676.186,00030M04:25:58.188,00030 03:36:23,2018-361T05:31:44.555Z,745.6710,2.0,,
599160690.500,599160676.686,00030M04:25:58.675,00030 03:36:24,2018-361T05:31:45.055Z,745.6788,2.0,,
599160691.000,599160677.186,00030M04:25:59.162,00030 03:36:24,2018-361T05:31:45.555Z,745.6737,2.0,,
599160691.500,599160677.686,00030M04:25:59.648,00030 03:36:25,2018-361T05:31:46.055Z,745.6722,2.0,,
599160692.000,599160678.186,00030M04:26:00.135,00030 03:36:25,2018-361T05:31:46.555Z,745.6732,2.0,,
599160692.500,599160678.686,00030M04:26:00.622,00030 03:36:26,2018-361T05:31:47.055Z,745.6690,2.0,,
599160693.000,599160679.186,00030M04:26:01.108,00030 03:36:26,2018-361T05:31:47.555Z,745.6547,2.0,,
599160693.500,599160679.686,00030M04:26:01.595,00030 03:36:27,2018-361T05:31:48.055Z,745.6558,2.0,,
599160694.000,599160680.186,00030M04:26:02.081,00030 03:36:27,2018-361T05:31:48.555Z,745.6632,2.0,,
599160694.500,599160680.686,00030M04:26:02.568,00030 03:36:28,2018-361T05:31:49.055Z,745.6582,2.0,277.5641,0.2
599160695.000,599160681.186,00030M04:26:03.055,00030 03:36:28,2018-361T05:31:49.555Z,745.6570,2.0,,
599160695.500,599160681.686,00030M04:26:03.541,00030 03:36:29,2018-361T05:31:50.055Z,745.6533,2.0,,
599160696.000,599160682.186,00030M04:26:04.028,00030 03:36:29,2018-361T05:31:50.555Z,745.6537,2.0,,
599160696.500,599160682.686,00030M04:26:04.515,00030 03:36:30,2018-361T05:31:51.055Z,745.6640,2.0,,
599160697.000,599160683.186,00030M04:26:05.001,00030 03:36:30,2018-361T05:31:51.555Z,745.6617,2.0,,
599160697.500,599160683.686,00030M04:26:05.488,00030 03:36:31,2018-361T05:31:52.055Z,745.6582,2.0,,
599160698.000,599160684.186,00030M04:26:05.974,00030 03:36:31,2018-361T05:31:52.555Z,745.6614,2.0,,
599160698.500,599160684.686,00030M04:26:06.461,00030 03:36:32,2018-361T05:31:53.055Z,745.6697,2.0,,
599160699.000,599160685.186,00030M04:26:06.948,00030 03:36:32,2018-361T05:31:53.555Z,745.6665,2.0,,
599160699.500,599160685.686,00030M04:26:07.434,00030 03:36:33,2018-361T05:31:54.055Z,745.6515,2.0,277.5620,0.2
599160700.000,599160686.186,00030M04:26:07.921,00030 03:36:33,2018-361T05:31:54.555Z,745.6634,2.0,,
599160700.500,599160686.686,00030M04:26:08.407,00030 03:36:34,2018-361T05:31:55.055Z,745.6731,2.0,,
599160701.000,599160687.186,00030M04:26:08.894,00030 03:36:34,2018-361T05:31:55.555Z,745.6705,2.0,,
599160701.500,599160687.686,00030M04:26:09.381,00030 03:36:34,2018-361T05:31:56.055Z,745.6699,2.0,,
599160702.000,599160688.186,00030M04:26:09.867,00030 03:36:35,2018-361T05:31:56.555Z,745.6633,2.0,,
599160702.500,599160688.685,00030M04:26:10.353,00030 03:36:35,2018-361T05:31:57.054Z,745.6673,2.0,,
599160703.000,599160689.185,00030M04:26:10.840,00030 03:36:36,2018-361T05:31:57.554Z,745.6684,2.0,,
599160703.500,599160689.685,00030M04:26:11.326,00030 03:36:36,2018-361T05:31:58.054Z,745.6664,2.0,,
599160704.000,599160690.185,00030M04:26:11.813,00030 03:36:37,2018-361T05:31:58.554Z,745.6717,2.0,,
599160704.500,599160690.685,00030M04:26:12.299,00030 03:36:37,2018-361T05:31:59.054Z,745.6733,2.0,277.5600,0.2
599160705.000,599160691.185,00030M04:26:12.786,00030 03:36:38,2018-361T05:31:59.554Z,745.6703,2.0,,
599160705.500,599160691.685,00030M04:26:13.273,00030 03:36:38,2018-361T05:32:00.054Z,745.6652,2.0,,
599160706.000,599160692.185,00030M04:26:13.759,00030 03:36:39,2018-361T05:32:00.554Z,745.6724,2.0,,
599160706.500,599160692.685,00030M04:26:14.246,00030 03:36:39,2018-361T05:32:01.054Z,745.6773,2.0,,
599160707.000,599160693.185,00030M04:26:14.733,00030 03:36:40,2018-361T05:32:01.554Z,745.6622,2.0,,
599160707.500,599160693.685,00030M04:26:15.219,00030 03:36:40,2018-361T05:32:02.054Z,745.6581,2.0,,
599160708.000,599160694.185,00030M04:26:15.706,00030 03:36:41,2018-361T05:32:02.554Z,745.6546,2.0,,
599160708.500,599160694.685,00030M04:26:16.192,00030 03:36:41,2018-361T05:32:03.054Z,745.6486,2.0,,
599160709.000,599160695.185,00030M04:26:16.679,00030 03:36:42,2018-361T05:32:03.554Z,745.6608,2.0,,
599160709.500,599160695.685,00030M04:26:17.166,00030 03:36:42,2018-361T05:32:04.054Z,745.6645,2.0,277.5579,0.2
599160710.000,599160696.185,00030M04:26:17.652,00030 03:36:43,2018-361T05:32:04.554Z,745.6700,2.0,,
599160710.500,599160696.685,00030M04:26:18.139,00030 03:36:43,2018-361T05:32:05.054Z,745.6747,2.0,,
599160711.000,599160697.185,00030M04:26:18.626,00030 03:36:44,2018-361T05:32:05.554Z,745.6801,2.0,,
599160711.500,599160697.685,00030M04:26:19.112,00030 03:36:44,2018-361T05:32:06.054Z,745.6912,2.0,,
599160712.000,599160698.185,00030M04:26:19.599,00030 03:36:45,2018-361T05:32:06.554Z,745.6795,2.0,,
599160712.500,599160698.685,00030M04:26:20.085,00030 03:36:45,2018-361T05:32:07.054Z,745.6811,2.0,,
599160713.000,599160699.185,00030M04:26:20.572,00030 03:36:46,2018-361T05:32:07.554Z,745.6879,2.0,,
599160713.500,599160699.685,00030M04:26:21.059,00030 03:36:46,2018-361T05:32:08.054Z,745.6873,2.0,,
599160714.000,599160700.185,00030M04:26:21.545,00030 03:36:47,2018-361T05:32:08.554Z,745.6948,2.0,,
599160714.500,599160700.685,00030M04:26:22.032,00030 03:36:47,2018-361T05:32:09.054Z,745.6930,2.0,277.5558,0.2
599160715.000,599160701.185,00030M04:26:22.519,00030 03:36:48,2018-361T05:32:09.554Z,745.6963,2.0,,
599160715.500,599160701.685,00030M04:26:23.005,00030 03:36:48,2018-361T05:32:10.054Z,745.6977,2.0,,
599160716.000,599160702.185,00030M04:26:23.492,00030 03:36:49,2018-361T05:32:10.554Z,745.6918,2.0,,
599160716.500,599160702.685,00030M04:26:23.978,00030 03:36:49,2018-361T05:32:11.054Z,745.6900,2.0,,
599160717.000,599160703.185,00030M04:26:24.465,00030 03:36:50,2018-361T05:32:11.554Z,745.6880,2.0,,
599160717.500,599160703.685,00030M04:26:24.952,00030 03:36:50,2018-361T05:32:12.054Z,745.6913,2.0,,
599160718.000,599160704.185,00030M04:26:25.438,00030 03:36:51,2018-361T05:32:12.554Z,745.6924,2.0,,
599160718.500,599160704.685,00030M04:26:25.925,00030 03:36:51,2018-361T05:32:13.054Z,745.6907,2.0,,
599160719.000,599160705.185,00030M04:26:26.412,00030 03:36:52,2018-361T05:32:13.554Z,745.7010,2.0,,
599160719.500,599160705.685,00030M04:26:26.898,00030 03:36:52,2018-361T05:32:14.054Z,745.7094,2.0,277.5537,0.2
599160720.000,599160706.185,00030M04:26:27.385,00030 03:36:52,2018-361T05:32:14.554Z,745.7081,2.0,,
599160720.500,599160706.685,00030M04:26:27.871,00030 03:36:53,2018-361T05:32:15.054Z,745.7068,2.0,,
599160721.000,599160707.185,00030M04:26:28.358,00030 03:36:53,2018-361T05:32:15.554Z,745.6934,2.0,,
599160721.500,599160707.685,00030M04:26:28.845,00030 03:36:54,2018-361T05:32:16.054Z,745.6854,2.0,,
599160722.000,599160708.185,00030M04:26:29.331,00030 03:36:54,2018-361T05:32:16.554Z,745.6898,2.0,,
599160722.500,599160708.685,00030M04:26:29.818,00030 03:36:55,2018-361T05:32:17.054Z,745.6905,2.0,,
599160723.000,599160709.185,00030M04:26:30.305,00030 03:36:55,2018-361T05:32:17.554Z,745.6899,2.0,,
599160723.500,599160709.685,00030M04:26:30.791,00030 03:36:56,2018-361T05:32:18.054Z,745.6890,2.0,,
599160724.000,599160710.185,00030M04:26:31.278,00030 03:36:56,2018-361T05:32:18.554Z,745.6990,2.0,,
599160724.500,599160710.685,00030M04:26:31.764,00030 03:36:57,2018-361T05:32:19.054Z,745.6893,2.0,277.5519,0.2
599160725.000,599160711.185,00030M04:26:32.251,00030 03:36:57,2018-361T05:32:19.554Z,745.6774,2.0,,
599160725.500,599160711.685,00030M04:26:32.738,00030 03:36:58,2018-361T05:32:20.054Z,745.6938,2.0,,
599160726.000,599160712.185,00030M04:26:33.224,00030 03:36:58,2018-361T05:32:20.554Z,745.6947,2.0,,
599160726.500,599160712.685,00030M04:26:33.711,00030 03:36:59,2018-361T05:32:21.054Z,745.6928,2.0,,
599160727.000,599160713.185,00030M04:26:34.198,00030 03:36:59,2018-361T05:32:21.554Z,745.6901,2.0,,
599160727.500,599160713.685,00030M04:26:34.684,00030 03:37:00,2018-361T05:32:22.054Z,745.6895,2.0,,
599160728.000,599160714.185,00030M04:26:35.171,00030 03:37:00,2018-361T05:32:22.554Z,745.7031,2.0,,
599160728.500,599160714.685,00030M04:26:35.657,00030 03:37:01,2018-361T05:32:23.054Z,745.6983,2.0,,
599160729.000,599160715.185,00030M04:26:36.144,00030 03:37:01,2018-361T05:32:23.554Z,745.6914,2.0,,
599160729.500,599160715.685,00030M04:26:36.631,00030 03:37:02,2018-361T05:32:24.054Z,745.6957,2.0,277.5498,0.2
599160730.000,599160716.185,00030M04:26:37.117,00030 03:37:02,2018-361T05:32:24.554Z,745.6980,2.0,,
599160730.500,599160716.685,00030M04:26:37.604,00030 03:37:03,2018-361T05:32:25.054Z,745.6967,2.0,,
599160731.000,599160717.185,00030M04:26:38.091,00030 03:37:03,2018-361T05:32:25.554Z,745.6892,2.0,,
599160731.500,599160717.685,00030M04:26:38.577,00030 03:37:04,2018-361T05:32:26.054Z,745.6889,2.0,,
599160732.000,599160718.185,00030M04:26:39.064,00030 03:37:04,2018-361T05:32:26.554Z,745.6912,2.0,,
599160732.500,599160718.685,00030M04:26:39.550,00030 03:37:05,2018-361T05:32:27.054Z,745.6838,2.0,,
599160733.000,599160719.185,00030M04:26:40.037,00030 03:37:05,2018-361T05:32:27.554Z,745.6838,2.0,,
599160733.500,599160719.685,00030M04:26:40.524,00030 03:37:06,2018-361T05:32:28.054Z,745.6850,2.0,,
599160734.000,599160720.185,00030M04:26:41.010,00030 03:37:06,2018-361T05:32:28.554Z,745.6801,2.0,,
599160734.500,599160720.685,00030M04:26:41.497,00030 03:37:07,2018-361T05:32:29.054Z,745.6867,2.0,277.5475,0.2
599160735.000,599160721.185,00030M04:26:41.984,00030 03:37:07,2018-361T05:32:29.554Z,745.6955,2.0,,
599160735.500,599160721.685,00030M04:26:42.470,00030 03:37:08,2018-361T05:32:30.054Z,745.6871,2.0,,
599160736.000,599160722.185,00030M04:26:42.957,00030 03:37:08,2018-361T05:32:30.554Z,745.6766,2.0,,
599160736.500,599160722.685,00030M04:26:43.443,00030 03:37:09,2018-361T05:32:31.054Z,745.6824,2.0,,
599160737.000,599160723.185,00030M04:26:43.930,00030 03:37:09,2018-361T05:32:31.554Z,745.6920,2.0,,
599160737.500,599160723.685,00030M04:26:44.417,00030 03:37:10,2018-361T05:32:32.054Z,745.6987,2.0,,
599160738.000,599160724.185,00030M04:26:44.903,00030 03:37:10,2018-361T05:32:32.554Z,745.6946,2.0,,
599160738.500,599160724.685,00030M04:26:45.390,00030 03:37:10,2018-361T05:32:33.054Z,745.6843,2.0,,
599160739.000,599160725.185,00030M04:26:45.876,00030 03:37:11,2018-361T05:32:33.554Z,745.6869,2.0,,
599160739.500,599160725.685,00030M04:26:46.363,00030 03:37:11,2018-361T05:32:34.054Z,745.6878,2.0,277.5457,0.2
599160740.000,599160726.185,00030M04:26:46.850,00030 03:37:12,2018-361T05:32:34.554Z,745.6910,2.0,,
599160740.500,599160726.685,00030M04:26:47.336,00030 03:37:12,2018-361T05:32:35.054Z,745.6910,2.0,,
